incident_characteristics,incident_id,date,state,city_or_county,address,n_killed,n_injured,latitude,location_description,longitude,n_guns_involved
"Shot - Dead (murder, accidental, suicide)",105585,2014-02-10,California,Long Beach,East Artesia and Myrtle ,1,0,33.8747,,-118.182,
"Shot - Dead (murder, accidental, suicide)",106020,2014-02-11,California,Fallbrook,600 block of Braemar Terrace,1,0,33.3582,,-117.241,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",106197,2014-02-11,California,Gilroy,Mantelli Street,1,1,37.0206,,-121.602,
"Shot - Dead (murder, accidental, suicide)",105735,2014-02-11,California,Los Angeles,4800 block of Telegraph Road,1,0,34.0183,,-118.176,
"Shot - Dead (murder, accidental, suicide)",174287,2014-02-11,California,Commerce,4833 Telegraph Road,1,0,34.0144,,-118.166,
"Shot - Dead (murder, accidental, suicide)",106471,2014-02-11,California,Delano,611 Glenwood Street,1,0,35.764,,-119.248,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",106481,2014-02-12,California,Oakland,37th and International ,1,3,37.7752,,-122.221,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",106243,2014-02-12,California,Stockton,Constitution Park,1,3,37.9595,,-121.277,
"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drive-by (car to street, car to car)",106129,2014-02-12,California,Los Angeles,South Hoover Street and West 57th Street,1,0,33.9905,,-118.287,
"Shot - Dead (murder, accidental, suicide)",107266,2014-02-12,California,Ventura,West Vince Street ,1,0,34.2946,,-119.3,
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",106132,2014-02-12,California,San Bernardino,1644 East Highland Avenue,1,0,34.1365,Domino's Pizza,-117.251,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",106751,2014-02-13,California,West Covina,19104 E Elberland St,1,0,34.0095,,-117.885,1.0
"Shot - Dead (murder, accidental, suicide)",174277,2014-02-13,California,Los Angeles,19101 East Elberland Street,1,0,34.0098,,-117.885,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",106900,2014-02-14,California,Sacramento,Vineyard Road and Crystal Creek Drive ,2,0,38.4627,,-121.316,
"Shot - Dead (murder, accidental, suicide)",107237,2014-02-15,California,Fairfield,1400 block of Phoenix Drive,1,0,38.2556,,-122.024,
"Shot - Dead (murder, accidental, suicide)",107271,2014-02-15,California,Downey,9651 Lakewood Boulevard ,1,0,33.9522,,-118.115,
"Shot - Dead (murder, accidental, suicide)",107492,2014-02-15,California,Santa Ana,,1,0,33.7481,,-117.861,
"Shot - Dead (murder, accidental, suicide)",108025,2014-02-16,California,San Pablo,Crestwood Drive ,1,0,37.9925,,-122.329,
"Shot - Dead (murder, accidental, suicide)",107904,2014-02-16,California,Sonora,Mono Way,1,0,37.9843,,-120.303,
"Shot - Dead (murder, accidental, suicide)",107386,2014-02-16,California,La Mirada,13409 Bona Vista Lane ,1,0,33.9091,,-118.032,
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",107591,2014-02-16,California,Pasadena,1500 block of North Raymond Avenue,1,0,34.171,,-118.149,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",108411,2014-02-17,California,Oxnard,2000 block of Mariposa St,1,1,34.2212,,-119.194,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",107896,2014-02-17,California,San Lorenzo,Paseo Grande and Via Toledo,1,0,37.6826,,-122.122,
"Shot - Dead (murder, accidental, suicide)",108030,2014-02-17,California,Stockton,23 Gateway Court,1,0,37.9951,,-121.304,
"Shot - Dead (murder, accidental, suicide)",108034,2014-02-17,California,Stockton,Kentfield Road,1,0,37.9957,,-121.302,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",107900,2014-02-17,California,Pasadena,1460 El Sereno Avenue ,1,2,34.1712,,-118.152,
"Shot - Dead (murder, accidental, suicide)",107902,2014-02-17,California,Merced,West 20th and Martin Luther King Jr.,1,0,37.3033,,-120.479,
"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental/Negligent Discharge",108028,2014-02-18,California,Stockton,Holiday Drive,1,0,38.0031,,-121.299,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",107919,2014-02-18,California,San Diego,Paseo de la Fuente and Alta,1,0,32.571,,-116.919,
"Shot - Dead (murder, accidental, suicide)",109751,2014-02-19,California,Oakdale,Orange Blossom Road,1,0,37.8018,,-120.727,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Defensive Use",181622,2014-02-19,California,San Diego,Otay Mountain Truck Trail near Alta Road,1,0,32.5812,,-116.904,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Domestic Violence",108406,2014-02-19,California,Fresno,East Shaw Avenue ,1,1,36.8087,,-119.761,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",108498,2014-02-19,California,Inglewood,West Beach Avenue and Venice Way,1,0,33.9721,,-118.364,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Gang involvement",108598,2014-02-20,California,Oakland,77th and Bancroft,1,1,,,,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Defensive Use||Defensive Use - WITHOUT a gun||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",108649,2014-02-20,California,Alturas,300 W 1st St,4,2,41.4838,Cedarville Rancheria Tribal Office and Community Center,-120.545,1.0
"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed",108803,2014-02-20,California,San Jose,3500 block of Pine Ridge Way,1,0,37.3564,,-121.802,
"Shot - Dead (murder, accidental, suicide)",174254,2014-02-20,California,Los Angeles,Jefferson Avenue and Gramercy Place,1,0,34.0255,,-118.314,
"Shot - Dead (murder, accidental, suicide)",109156,2014-02-21,California,Oxnard,Courtland Street and Canterbury Way,1,0,34.1536,,-119.18,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",109159,2014-02-21,California,Temecula,45000 block of Pechanga Parkway,1,1,33.4641,,-117.114,
"Shot - Dead (murder, accidental, suicide)",174248,2014-02-21,California,Los Angeles,918 Fraser Avenue,1,0,34.0202,,-118.162,
"Shot - Dead (murder, accidental, suicide)||Gang involvement",108862,2014-02-21,California,Long Beach,59th and Linden ,1,0,33.8619,,-118.186,
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",109451,2014-02-22,California,Rancho Cucamonga,Arrow Route,1,0,34.0991,,-117.567,
"Shot - Dead (murder, accidental, suicide)",109749,2014-02-22,California,Long Beach,3441 Andy Street ,1,0,33.8616,,-118.152,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||House party||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",109423,2014-02-22,California,Oakland,2400 block of 14th Ave,1,1,,,,1.0
"Shot - Dead (murder, accidental, suicide)",109755,2014-02-23,California,Modesto,Olivero Road,1,0,37.6082,,-120.989,
"Shot - Dead (murder, accidental, suicide)",109786,2014-02-23,California,San Jacinto,Minor Street ,1,0,33.7803,,-116.953,
"Shot - Dead (murder, accidental, suicide)",174237,2014-02-23,California,Los Angeles,8724 Holmes Avenue,0,0,33.9575,,-118.24,
"Shot - Dead (murder, accidental, suicide)",174239,2014-02-23,California,Compton,1006 West School Street,1,0,33.897,,-118.243,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Possession (gun(s) found during commission of other crimes)",109743,2014-02-23,California,Fresno,Lorena and Bardell,1,0,36.7196,,-119.798,
"Shot - Dead (murder, accidental, suicide)",174226,2014-02-24,California,Los Angeles,13300 East Avenue H,1,0,34.5727,,-117.894,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^",109789,2014-02-24,California,Carlsbad,3500 block of Harding Street near Palm Avenue ,1,1,33.1564,,-117.339,
"Shot - Dead (murder, accidental, suicide)",110001,2014-02-24,California,Lancaster,East Avenue H,1,0,34.7196,,-117.961,
"Shot - Dead (murder, accidental, suicide)",174224,2014-02-25,California,Los Angeles,Remick Avenue and Hoyt Street,1,0,34.2568,,-118.433,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",110430,2014-02-26,California,San Diego,near 927 Broadway,1,0,32.7152,,-117.162,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",110481,2014-02-26,California,Oakland,1100 block of 76 Ave,1,0,37.7553,,-122.189,1.0
"Shot - Dead (murder, accidental, suicide)",174220,2014-02-26,California,Los Angeles,10413 South Broadway,1,0,33.9415,,-118.279,
"Shot - Dead (murder, accidental, suicide)",174222,2014-02-26,California,Whittier,12500 Lambert Road,1,0,33.9655,,-118.047,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement",111260,2014-02-27,California,Fresno,Lilly Avenue ,1,1,36.6488,,-119.786,
"Shot - Dead (murder, accidental, suicide)",111423,2014-02-27,California,Bakersfield,700 block of Watts Dr,1,0,35.3325,,-118.992,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",110816,2014-02-28,California,Richmond, 600 block of Fourth Street,1,0,37.9405,,-122.366,
"Shot - Dead (murder, accidental, suicide)",174218,2014-03-01,California,Los Angeles,East 36th Place and Maple Avenue,1,0,34.0156,,-118.27,
"Shot - Dead (murder, accidental, suicide)",174216,2014-03-01,California,Los Angeles,2219 Griffin Avenue,1,0,34.0707,,-118.212,
"Shot - Dead (murder, accidental, suicide)",111124,2014-03-01,California,San Rafael,916 B St.,0,1,37.9725,,-122.529,
"Shot - Dead (murder, accidental, suicide)|Gang involvement",111160,2014-03-01,California,Carson,2700 block of East 220th Street,1,0,33.828,,-118.219,
"Shot - Dead (murder, accidental, suicide)",111192,2014-03-01,California,San Diego, 4500 block of Federal Boulevard,1,0,32.7172,,-117.113,
"Shot - Dead (murder, accidental, suicide)",112272,2014-03-01,California,Tujunga,Plainview Avenue ,1,0,34.2632,,-118.298,
"Shot - Dead (murder, accidental, suicide)",111264,2014-03-01,California,San Diego,4500 block of Federal Boulevard,1,0,32.7272,,-117.069,1.0
"Shot - Dead (murder, accidental, suicide)",174163,2014-03-01,California,Los Angeles,10425 Plainview Avenue,1,0,34.258,,-118.299,
"Shot - Dead (murder, accidental, suicide)|Shootout (where VENN diagram of shooters and victims overlap)|ShotSpotter",111442,2014-03-01,California,Oakland,7800 block of Garfield Avenue,1,0,37.7642,,-122.173,1.0
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)",111565,2014-03-02,California,Stockton,1200 East Harding Way ,1,1,37.9699,,-121.279,
"Shot - Dead (murder, accidental, suicide)",120180,2014-03-02,California,Twentynine Palms,7300 block of Saladin Avenue,1,0,34.1214,,-116.031,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator killed",111451,2014-03-02,California,Sacramento,Antelope Street ,1,0,38.7032,,-121.336,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator killed",111446,2014-03-02,California,Citrus Heights,Madison Avenue,1,0,38.6639,,-121.28,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)|Gang involvement|Bar/club incident - in or around establishment",131803,2014-03-03,California,Fresno,,1,1,36.8408,,-119.799,
"Shot - Dead (murder, accidental, suicide)",174208,2014-03-04,California,Los Angeles,Cohasset Street and Denny Avenue,1,0,34.2066,,-118.365,
"Shot - Dead (murder, accidental, suicide)",112086,2014-03-04,California,Paramount,7200 block of Richfield Street,1,0,33.9017,,-118.173,
"Shot - Dead (murder, accidental, suicide)|Accidental Shooting|Accidental Shooting - Injury|Accidental/Negligent Discharge|Child Involved Incident|Child picked up & fired gun|Child killed self|Drug involvement",112251,2014-03-05,California,Nuevo, 31000 block of Wolfskill Avenue,1,0,33.8216,,-117.12,
"Shot - Dead (murder, accidental, suicide)",113641,2014-03-05,California,Oakland,11th Avenue and East 24th Street,1,0,37.7979,,-122.24,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)|Drive-by (car to street, car to car)",112743,2014-03-05,California,San Bernardino,Union and Medical Center Drive ,1,1,34.1149,,-117.323,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)|Gang involvement",112521,2014-03-05,California,Los Angeles,West 259th Street and South Western Avenue,1,1,33.7882,,-118.308,
"Shot - Dead (murder, accidental, suicide)|Suicide^|Murder/Suicide",112320,2014-03-05,California,San Francisco, 1300 block of Ellis Street,2,0,37.7834,,-122.424,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)",112557,2014-03-06,California,Harbor City,Western Avenue and 259th Street,1,1,33.7882,,-118.308,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator shot|Officer Involved Shooting - subject/suspect/perpetrator killed|Gang involvement|Brandishing/flourishing/open carry/lost/found",112597,2014-03-06,California,Los Angeles,San Pedro and 97th,1,0,,,,1.0
"Shot - Dead (murder, accidental, suicide)",113088,2014-03-06,California,Fresno,Ashlan and Marks ,1,0,36.7942,,-119.844,
"Shot - Dead (murder, accidental, suicide)|Suicide^|Murder/Suicide",112738,2014-03-06,California,Long Beach,5884 Rose Avenue,2,0,33.8612,,-118.17,
"Shot - Dead (murder, accidental, suicide)",174157,2014-03-06,California,Los Angeles,South Main Street and East 97th Street,1,0,33.9483,,-118.274,
"Shot - Dead (murder, accidental, suicide)",174155,2014-03-06,California,Los Angeles,833 West 82nd Street,1,0,33.9644,,-118.288,
"Shot - Dead (murder, accidental, suicide)|Gang involvement",113380,2014-03-07,California,Los Angeles,Bandera Street ,1,0,34.1527,,-118.59,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)",113105,2014-03-07,California,Los Angeles,Country Club and Norton Avenue,1,1,34.0763,,-118.317,
"Shot - Dead (murder, accidental, suicide)",113095,2014-03-07,California,Pomona,Berkely Avenue ,0,1,34.0787,,-117.76,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident",112726,2014-03-07,California,Fresno,4th and San Bruno,1,0,36.8131,,-119.765,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)|Suicide^|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",112873,2014-03-07,California,El Monte,11400 block of Elmcrest ,1,1,34.0877,,-118.02,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator killed",113282,2014-03-08,California,Sacramento,13th and R,1,0,38.5403,,-121.474,
"Shot - Dead (murder, accidental, suicide)",113097,2014-03-08,California,Salinas,328 Williams Road ,1,0,36.6769,,-121.612,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)|Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",113255,2014-03-08,California,Richmond,1600 block of First Street,1,3,37.9563,,-122.368,
"Shot - Dead (murder, accidental, suicide)",113374,2014-03-08,California,Compton,1005 South Willowbrook Avenue ,1,0,33.8873,,-118.224,
"Shot - Dead (murder, accidental, suicide)|Gang involvement",113372,2014-03-09,California,Fresno,South Lotus Avenue ,1,0,36.7141,,-119.787,
"Shot - Wounded/Injured|Shot - Dead (murder, accidental, suicide)",113378,2014-03-09,California,Compton,South Wilmington Avenue ,1,1,33.9228,,-118.239,
"Shot - Dead (murder, accidental, suicide)",174161,2014-03-09,California,Los Angeles,929 North Academy Road,1,0,34.0798,,-118.237,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator killed",113294,2014-03-09,California,Sacramento,13th Street ,1,0,38.5093,,-121.511,
"Shot - Dead (murder, accidental, suicide)",114439,2014-03-10,California,Stockton,1600 block of East Eighth Street,1,0,37.9321,,-121.262,
"Shot - Dead (murder, accidental, suicide)|Officer Involved Incident|Officer Involved Shooting - subject/suspect/perpetrator killed",114686,2014-03-12,California,Highland,6800 block of Victoria Avenue,1,0,34.1304,,-117.226,
